,event,nHits,hitTime,isDN,pmt_id,pmt_x,pmt_y,pmt_z
4,22,12466,311.37003,False,14175,-5411.831999999999,16838.455,-7471.1797
5577,22,12466,40.53966,False,17319,12080.419,14903.948999999999,-758.8111
10779,22,12466,107.42973,False,16882,4993.4946,18464.752,-1660.7045
15941,22,12466,205.8328,False,14951,15409.293,9932.035,-5705.118
21107,22,12466,108.22518,False,10947,5650.681,11274.457,-14477.445
26113,22,12466,39.233364,False,16876,7990.026999999999,17379.342,-1660.7045
26114,22,12466,39.327682,False,16876,7990.026999999999,17379.342,-1660.7045
36552,22,12466,67.1477,False,4524,14490.438999999998,8729.465,9080.947
36553,22,12466,86.14903,False,4524,14490.438999999998,8729.465,9080.947
36554,22,12466,51.134914,False,4524,14490.438999999998,8729.465,9080.947
41482,22,12466,53.576237,False,6763,13116.708,13310.693000000001,4406.5186
41483,22,12466,32.943882,False,6763,13116.708,13310.693000000001,4406.5186
41484,22,12466,33.09592,False,6763,13116.708,13310.693000000001,4406.5186
46737,22,12466,25.896791,False,4940,5562.566,16404.695,8281.537
46738,22,12466,111.52995,False,4940,5562.566,16404.695,8281.537
46739,22,12466,28.401695,False,4940,5562.566,16404.695,8281.537
46740,22,12466,28.365597,False,4940,5562.566,16404.695,8281.537
46741,22,12466,22.779957,False,4940,5562.566,16404.695,8281.537
46742,22,12466,34.95987,False,4940,5562.566,16404.695,8281.537
46743,22,12466,24.23459,False,4940,5562.566,16404.695,8281.537
46744,22,12466,38.025883,False,4940,5562.566,16404.695,8281.537
46745,22,12466,61.600185,False,4940,5562.566,16404.695,8281.537
51913,22,12466,48.267593,False,5520,12173.596000000001,13101.635,6985.0376
51914,22,12466,64.78224,False,5520,12173.596000000001,13101.635,6985.0376
51915,22,12466,38.837143,False,5520,12173.596000000001,13101.635,6985.0376
51916,22,12466,45.728466,False,5520,12173.596000000001,13101.635,6985.0376
51917,22,12466,34.741127,False,5520,12173.596000000001,13101.635,6985.0376
57034,22,12466,102.41575,False,6328,15368.878999999999,10228.412,5274.196
78185,22,12466,112.19147,False,10957,278.98712,12608.162,-14477.445
88663,22,12466,152.40315,True,14785,1866.3422,18097.752,-6134.181
104206,22,12466,53.435375,False,3453,9381.389000000001,12263.368,11412.245
104207,22,12466,76.370316,False,3453,9381.389000000001,12263.368,11412.245
109766,22,12466,58.546738,False,3626,11392.81,10805.005,11049.694
109767,22,12466,51.281494,False,3626,11392.81,10805.005,11049.694
109768,22,12466,41.623127,False,3626,11392.81,10805.005,11049.694
109769,22,12466,48.01074,False,3626,11392.81,10805.005,11049.694
125693,22,12466,36.53175,False,6991,6482.3833,17631.025,3970.5962
125694,22,12466,43.897606,False,6991,6482.3833,17631.025,3970.5962
125695,22,12466,29.998512,False,6991,6482.3833,17631.025,3970.5962
125696,22,12466,27.330408,False,6991,6482.3833,17631.025,3970.5962
125697,22,12466,35.743675,False,6991,6482.3833,17631.025,3970.5962
125698,22,12466,26.671421,False,6991,6482.3833,17631.025,3970.5962
125699,22,12466,23.791834,False,6991,6482.3833,17631.025,3970.5962
125700,22,12466,21.191128,False,6991,6482.3833,17631.025,3970.5962
125701,22,12466,20.711226,False,6991,6482.3833,17631.025,3970.5962
125702,22,12466,54.479275,False,6991,6482.3833,17631.025,3970.5962
125703,22,12466,30.16076,False,6991,6482.3833,17631.025,3970.5962
125704,22,12466,23.642965,False,6991,6482.3833,17631.025,3970.5962
125705,22,12466,21.69155,False,6991,6482.3833,17631.025,3970.5962
125706,22,12466,30.514263,False,6991,6482.3833,17631.025,3970.5962
125707,22,12466,25.677366,False,6991,6482.3833,17631.025,3970.5962
125708,22,12466,21.011217,False,6991,6482.3833,17631.025,3970.5962
125709,22,12466,36.648598,False,6991,6482.3833,17631.025,3970.5962
125710,22,12466,25.165022,False,6991,6482.3833,17631.025,3970.5962
125711,22,12466,23.66854,False,6991,6482.3833,17631.025,3970.5962
125712,22,12466,22.76647,False,6991,6482.3833,17631.025,3970.5962
142150,22,12466,104.64047,False,6570,2717.761,18379.746,4841.353
142151,22,12466,36.42146,False,6570,2717.761,18379.746,4841.353
142152,22,12466,31.044128,False,6570,2717.761,18379.746,4841.353
142153,22,12466,525.26764,True,6570,2717.761,18379.746,4841.353
147963,22,12466,40.106125,False,3110,2872.1272,14607.51,12124.832
158895,22,12466,88.185745,False,17068,18746.791,3966.5989,-1209.9257
163971,22,12466,23.190138,False,7204,8363.07,16933.896,3455.7495
163972,22,12466,19.670717,False,7204,8363.07,16933.896,3455.7495
163973,22,12466,21.223526,False,7204,8363.07,16933.896,3455.7495
163974,22,12466,24.327364,False,7204,8363.07,16933.896,3455.7495
163975,22,12466,24.075357,False,7204,8363.07,16933.896,3455.7495
163976,22,12466,25.271341,False,7204,8363.07,16933.896,3455.7495
163977,22,12466,19.550325,False,7204,8363.07,16933.896,3455.7495
163978,22,12466,21.785532,False,7204,8363.07,16933.896,3455.7495
163979,22,12466,33.72981,False,7204,8363.07,16933.896,3455.7495
163980,22,12466,31.07294,False,7204,8363.07,16933.896,3455.7495
163981,22,12466,24.772142,False,7204,8363.07,16933.896,3455.7495
163982,22,12466,27.02191,False,7204,8363.07,16933.896,3455.7495
163983,22,12466,131.7787,False,7204,8363.07,16933.896,3455.7495
163984,22,12466,29.04228,False,7204,8363.07,16933.896,3455.7495
163985,22,12466,31.601234,False,7204,8363.07,16933.896,3455.7495
163986,22,12466,20.046242,False,7204,8363.07,16933.896,3455.7495
163987,22,12466,20.364983,False,7204,8363.07,16933.896,3455.7495
163988,22,12466,20.686712,False,7204,8363.07,16933.896,3455.7495
163989,22,12466,32.943573,False,7204,8363.07,16933.896,3455.7495
163990,22,12466,20.457413,False,7204,8363.07,16933.896,3455.7495
163991,22,12466,36.910366,False,7204,8363.07,16933.896,3455.7495
163992,22,12466,31.657587,False,7204,8363.07,16933.896,3455.7495
163993,22,12466,62.236504,False,7204,8363.07,16933.896,3455.7495
163994,22,12466,42.385853,False,7204,8363.07,16933.896,3455.7495
163995,22,12466,66.823,False,7204,8363.07,16933.896,3455.7495
163996,22,12466,30.931063,False,7204,8363.07,16933.896,3455.7495
169208,22,12466,54.90625,False,17097,10114.038,16275.205,-1209.9257
179641,22,12466,58.10914,False,8082,8470.053,17150.518,1660.7045
179642,22,12466,26.724117,False,8082,8470.053,17150.518,1660.7045
179643,22,12466,26.52084,False,8082,8470.053,17150.518,1660.7045
179644,22,12466,26.097784,False,8082,8470.053,17150.518,1660.7045
179645,22,12466,27.708681,False,8082,8470.053,17150.518,1660.7045
179646,22,12466,29.829466,False,8082,8470.053,17150.518,1660.7045
179647,22,12466,35.118122,False,8082,8470.053,17150.518,1660.7045
179648,22,12466,28.863537,False,8082,8470.053,17150.518,1660.7045
179649,22,12466,41.354576,False,8082,8470.053,17150.518,1660.7045
179650,22,12466,26.165977,False,8082,8470.053,17150.518,1660.7045
189928,22,12466,23.161236,False,7208,6432.125,17757.408,3455.7495
189929,22,12466,26.01747,False,7208,6432.125,17757.408,3455.7495
189930,22,12466,24.382727,False,7208,6432.125,17757.408,3455.7495
189931,22,12466,89.52313,False,7208,6432.125,17757.408,3455.7495
189932,22,12466,38.80592,False,7208,6432.125,17757.408,3455.7495
189933,22,12466,25.444149,False,7208,6432.125,17757.408,3455.7495
189934,22,12466,23.587124,False,7208,6432.125,17757.408,3455.7495
200059,22,12466,179.2514,False,17227,-1596.3431,-19095.229,-1209.9257
205387,22,12466,33.299007,False,7666,3419.982,18718.676,2560.2473
205388,22,12466,34.93268,False,7666,3419.982,18718.676,2560.2473
205389,22,12466,39.319195,False,7666,3419.982,18718.676,2560.2473
205390,22,12466,33.31786,False,7666,3419.982,18718.676,2560.2473
211270,22,12466,182.23347,False,17221,-4744.713,-18565.123,-1209.9257
216383,22,12466,111.176056,False,16863,13619.251,13431.235,-1660.7045
216384,22,12466,55.345474,False,16863,13619.251,13431.235,-1660.7045
216385,22,12466,63.26768,False,16863,13619.251,13431.235,-1660.7045
236838,22,12466,171.19362,False,7202,9291.243,16442.95,3455.7495
236839,22,12466,25.163622,False,7202,9291.243,16442.95,3455.7495
236840,22,12466,31.77459,False,7202,9291.243,16442.95,3455.7495
236841,22,12466,27.050972,False,7202,9291.243,16442.95,3455.7495
236842,22,12466,20.441305,False,7202,9291.243,16442.95,3455.7495
236843,22,12466,20.020449,False,7202,9291.243,16442.95,3455.7495
236844,22,12466,31.89239,False,7202,9291.243,16442.95,3455.7495
236845,22,12466,22.667484,False,7202,9291.243,16442.95,3455.7495
236846,22,12466,24.04205,False,7202,9291.243,16442.95,3455.7495
236847,22,12466,50.85171,False,7202,9291.243,16442.95,3455.7495
236848,22,12466,25.229681,False,7202,9291.243,16442.95,3455.7495
236849,22,12466,26.353838,False,7202,9291.243,16442.95,3455.7495
236850,22,12466,20.184633,False,7202,9291.243,16442.95,3455.7495
252244,22,12466,57.05141,False,5942,13508.655,12187.208,6134.181
252245,22,12466,37.973724,False,5942,13508.655,12187.208,6134.181
252246,22,12466,46.75325,False,5942,13508.655,12187.208,6134.181
252247,22,12466,35.72217,False,5942,13508.655,12187.208,6134.181
257670,22,12466,62.585682,False,16860,14690.843,12249.947,-1660.7045
262588,22,12466,38.04485,False,6995,4371.851,18269.135,3970.5962
262589,22,12466,44.54981,False,6995,4371.851,18269.135,3970.5962
262590,22,12466,47.9217,False,6995,4371.851,18269.135,3970.5962
262591,22,12466,33.95877,False,6995,4371.851,18269.135,3970.5962
262592,22,12466,38.49477,False,6995,4371.851,18269.135,3970.5962
262593,22,12466,40.070175,False,6995,4371.851,18269.135,3970.5962
262594,22,12466,28.569359,False,6995,4371.851,18269.135,3970.5962
262595,22,12466,34.991188,False,6995,4371.851,18269.135,3970.5962
268375,22,12466,56.584206,False,16222,8632.423,16884.021,-3008.5063
273647,22,12466,110.0062,False,7187,15155.06,11270.401000000002,3455.7495
278893,22,12466,80.26552,False,4751,955.30853,17097.816000000003,8682.860999999999
278894,22,12466,136.93872,False,4751,955.30853,17097.816000000003,8682.860999999999
278895,22,12466,41.099834,False,4751,955.30853,17097.816000000003,8682.860999999999
278896,22,12466,40.373417,False,4751,955.30853,17097.816000000003,8682.860999999999
300008,22,12466,37.46897,False,7655,8897.005,16820.477,2560.2473
300009,22,12466,29.983488,False,7655,8897.005,16820.477,2560.2473
300010,22,12466,32.76736,False,7655,8897.005,16820.477,2560.2473
300011,22,12466,24.931156,False,7655,8897.005,16820.477,2560.2473
300012,22,12466,39.185806,False,7655,8897.005,16820.477,2560.2473
300013,22,12466,35.30135,False,7655,8897.005,16820.477,2560.2473
300014,22,12466,56.19045,False,7655,8897.005,16820.477,2560.2473
300015,22,12466,42.42769,False,7655,8897.005,16820.477,2560.2473
300016,22,12466,49.39703,False,7655,8897.005,16820.477,2560.2473
305297,22,12466,499.98618,False,6775,7717.6675,17019.406000000003,4406.5186
305298,22,12466,19.110758,False,6775,7717.6675,17019.406000000003,4406.5186
305299,22,12466,19.323494,False,6775,7717.6675,17019.406000000003,4406.5186
305300,22,12466,18.989124,False,6775,7717.6675,17019.406000000003,4406.5186
305301,22,12466,29.2765,False,6775,7717.6675,17019.406000000003,4406.5186
305302,22,12466,39.58297,False,6775,7717.6675,17019.406000000003,4406.5186
305303,22,12466,22.005062,False,6775,7717.6675,17019.406000000003,4406.5186
305304,22,12466,20.65988,False,6775,7717.6675,17019.406000000003,4406.5186
305305,22,12466,20.907984,False,6775,7717.6675,17019.406000000003,4406.5186
305306,22,12466,24.805471,False,6775,7717.6675,17019.406000000003,4406.5186
305307,22,12466,29.525566,False,6775,7717.6675,17019.406000000003,4406.5186
305308,22,12466,30.107601,False,6775,7717.6675,17019.406000000003,4406.5186
305309,22,12466,20.578644,False,6775,7717.6675,17019.406000000003,4406.5186
305310,22,12466,17.828026,False,6775,7717.6675,17019.406000000003,4406.5186
305311,22,12466,61.476994,False,6775,7717.6675,17019.406000000003,4406.5186
305312,22,12466,133.9283,False,6775,7717.6675,17019.406000000003,4406.5186
305313,22,12466,21.448868,False,6775,7717.6675,17019.406000000003,4406.5186
305314,22,12466,19.266813,False,6775,7717.6675,17019.406000000003,4406.5186
305315,22,12466,23.64573,False,6775,7717.6675,17019.406000000003,4406.5186
310720,22,12466,123.01045,False,13,1477.715,537.84424,19135.492
315388,22,12466,161.62212,False,14109,17010.979,-4148.585999999999,-7877.552
320823,22,12466,115.38276,False,8332,-4226.8037,18689.842,1209.9257
331275,22,12466,65.758354,False,16676,5237.4844,18350.828,-2110.8958
331276,22,12466,66.14841,False,16676,5237.4844,18350.828,-2110.8958
331277,22,12466,48.917366,False,16676,5237.4844,18350.828,-2110.8958
346932,22,12466,37.503555,False,6346,8114.5854,16582.41,5274.196
346933,22,12466,17.699303,False,6346,8114.5854,16582.41,5274.196
346934,22,12466,22.515778,False,6346,8114.5854,16582.41,5274.196
346935,22,12466,19.02214,False,6346,8114.5854,16582.41,5274.196
346936,22,12466,17.332338,False,6346,8114.5854,16582.41,5274.196
346937,22,12466,24.238194,False,6346,8114.5854,16582.41,5274.196
346938,22,12466,32.621624,False,6346,8114.5854,16582.41,5274.196
346939,22,12466,46.45989,False,6346,8114.5854,16582.41,5274.196
346940,22,12466,34.791008,False,6346,8114.5854,16582.41,5274.196
346941,22,12466,18.211998,False,6346,8114.5854,16582.41,5274.196
346942,22,12466,17.136301,False,6346,8114.5854,16582.41,5274.196
346943,22,12466,22.116882,False,6346,8114.5854,16582.41,5274.196
346944,22,12466,18.711105,False,6346,8114.5854,16582.41,5274.196
346945,22,12466,26.300682,False,6346,8114.5854,16582.41,5274.196
346946,22,12466,26.637182,False,6346,8114.5854,16582.41,5274.196
346947,22,12466,16.030092,False,6346,8114.5854,16582.41,5274.196
346948,22,12466,311.76303,False,6346,8114.5854,16582.41,5274.196
346949,22,12466,16.110952,False,6346,8114.5854,16582.41,5274.196
346950,22,12466,40.433804,False,6346,8114.5854,16582.41,5274.196
346951,22,12466,17.208618,False,6346,8114.5854,16582.41,5274.196
346952,22,12466,85.76184,False,6346,8114.5854,16582.41,5274.196
346953,22,12466,19.562593,False,6346,8114.5854,16582.41,5274.196
346954,22,12466,28.30497,False,6346,8114.5854,16582.41,5274.196
346955,22,12466,19.073843,False,6346,8114.5854,16582.41,5274.196
346956,22,12466,18.281614,False,6346,8114.5854,16582.41,5274.196
346957,22,12466,18.045544,False,6346,8114.5854,16582.41,5274.196
346958,22,12466,17.253561,False,6346,8114.5854,16582.41,5274.196
346959,22,12466,16.907429,False,6346,8114.5854,16582.41,5274.196
352278,22,12466,48.560158,False,7004,-551.45966,18776.854,3970.5962
362846,22,12466,51.907646,False,6331,14409.523000000001,11540.732,5274.196
362847,22,12466,47.860176,False,6331,14409.523000000001,11540.732,5274.196
362848,22,12466,40.331013,False,6331,14409.523000000001,11540.732,5274.196
373199,22,12466,62.220238,False,2643,9006.636999999999,10662.1875,13184.774
378703,22,12466,76.601364,False,17091,12675.947,14369.983999999999,-1209.9257
378704,22,12466,92.45873,False,17091,12675.947,14369.983999999999,-1209.9257
378705,22,12466,63.363113,False,17091,12675.947,14369.983999999999,-1209.9257
383717,22,12466,29.812458,False,7651,10708.746000000001,15729.205,2560.2473
383718,22,12466,50.10567,False,7651,10708.746000000001,15729.205,2560.2473
383719,22,12466,41.178627,False,7651,10708.746000000001,15729.205,2560.2473
383720,22,12466,30.204784,False,7651,10708.746000000001,15729.205,2560.2473
383721,22,12466,40.26781,False,7651,10708.746000000001,15729.205,2560.2473
383722,22,12466,24.893946,False,7651,10708.746000000001,15729.205,2560.2473
383723,22,12466,46.420723,False,7651,10708.746000000001,15729.205,2560.2473
404752,22,12466,31.235853,False,6555,10293.903,15467.283000000001,4841.353
404753,22,12466,19.493755,False,6555,10293.903,15467.283000000001,4841.353
404754,22,12466,24.950592,False,6555,10293.903,15467.283000000001,4841.353
404755,22,12466,21.80378,False,6555,10293.903,15467.283000000001,4841.353
404756,22,12466,25.406729,False,6555,10293.903,15467.283000000001,4841.353
404757,22,12466,21.737974,False,6555,10293.903,15467.283000000001,4841.353
404758,22,12466,27.813591,False,6555,10293.903,15467.283000000001,4841.353
404759,22,12466,21.63386,False,6555,10293.903,15467.283000000001,4841.353
404760,22,12466,85.78859,False,6555,10293.903,15467.283000000001,4841.353
404761,22,12466,26.495703,False,6555,10293.903,15467.283000000001,4841.353
404762,22,12466,21.258368,False,6555,10293.903,15467.283000000001,4841.353
404763,22,12466,20.58755,False,6555,10293.903,15467.283000000001,4841.353
410001,22,12466,47.13323,False,4919,14545.087,9407.263,8281.537
410002,22,12466,52.494766,False,4919,14545.087,9407.263,8281.537
431865,22,12466,95.02595,False,17086,14544.796999999999,12474.973999999998,-1209.9257
437039,22,12466,43.404808,False,7885,3690.4990000000003,18723.363,2110.8958
437040,22,12466,36.3037,False,7885,3690.4990000000003,18723.363,2110.8958
437041,22,12466,37.629955,False,7885,3690.4990000000003,18723.363,2110.8958
437042,22,12466,49.556244,False,7885,3690.4990000000003,18723.363,2110.8958
442513,22,12466,56.753906,False,6142,10600.826000000001,14957.076000000001,5705.118
442514,22,12466,85.04649,False,6142,10600.826000000001,14957.076000000001,5705.118
442515,22,12466,28.874317,False,6142,10600.826000000001,14957.076000000001,5705.118
442516,22,12466,21.570549,False,6142,10600.826000000001,14957.076000000001,5705.118
442517,22,12466,43.821293,False,6142,10600.826000000001,14957.076000000001,5705.118
442518,22,12466,23.263924,False,6142,10600.826000000001,14957.076000000001,5705.118
442519,22,12466,25.900787,False,6142,10600.826000000001,14957.076000000001,5705.118
442520,22,12466,50.769073,False,6142,10600.826000000001,14957.076000000001,5705.118
442521,22,12466,26.81304,False,6142,10600.826000000001,14957.076000000001,5705.118
442522,22,12466,25.513285,False,6142,10600.826000000001,14957.076000000001,5705.118
442523,22,12466,24.115868,False,6142,10600.826000000001,14957.076000000001,5705.118
442524,22,12466,20.4673,False,6142,10600.826000000001,14957.076000000001,5705.118
442525,22,12466,22.98313,False,6142,10600.826000000001,14957.076000000001,5705.118
442526,22,12466,37.215134,False,6142,10600.826000000001,14957.076000000001,5705.118
442527,22,12466,28.730587,False,6142,10600.826000000001,14957.076000000001,5705.118
442528,22,12466,23.726442,False,6142,10600.826000000001,14957.076000000001,5705.118
442529,22,12466,39.38811,False,6142,10600.826000000001,14957.076000000001,5705.118
442530,22,12466,26.15734,False,6142,10600.826000000001,14957.076000000001,5705.118
442531,22,12466,34.448807,False,6142,10600.826000000001,14957.076000000001,5705.118
457614,22,12466,439.76984,True,11693,-985.2707,14224.653,-12858.013
462899,22,12466,43.69069,False,4365,7090.638000000001,15118.407,9476.107
462900,22,12466,28.651583,False,4365,7090.638000000001,15118.407,9476.107
462901,22,12466,23.024874,False,4365,7090.638000000001,15118.407,9476.107
462902,22,12466,23.056414,False,4365,7090.638000000001,15118.407,9476.107
462903,22,12466,25.3748,False,4365,7090.638000000001,15118.407,9476.107
462904,22,12466,26.219183,False,4365,7090.638000000001,15118.407,9476.107
462905,22,12466,23.256657,False,4365,7090.638000000001,15118.407,9476.107
462906,22,12466,27.582298,False,4365,7090.638000000001,15118.407,9476.107
462907,22,12466,36.334923,False,4365,7090.638000000001,15118.407,9476.107
462908,22,12466,31.83572,False,4365,7090.638000000001,15118.407,9476.107
468390,22,12466,33.95228,False,17551,9211.046999999999,16843.46,-307.27652
468391,22,12466,56.532722,False,17551,9211.046999999999,16843.46,-307.27652
468392,22,12466,59.954403,False,17551,9211.046999999999,16843.46,-307.27652
468393,22,12466,41.615982,False,17551,9211.046999999999,16843.46,-307.27652
468394,22,12466,33.49176,False,17551,9211.046999999999,16843.46,-307.27652
468395,22,12466,39.658817,False,17551,9211.046999999999,16843.46,-307.27652
473688,22,12466,24.623442,False,7653,9818.049,16300.032,2560.2473
473689,22,12466,41.030796,False,7653,9818.049,16300.032,2560.2473
473690,22,12466,23.753443,False,7653,9818.049,16300.032,2560.2473
473691,22,12466,29.767467,False,7653,9818.049,16300.032,2560.2473
473692,22,12466,32.577847,False,7653,9818.049,16300.032,2560.2473
473693,22,12466,28.056726,False,7653,9818.049,16300.032,2560.2473
473694,22,12466,26.497023,False,7653,9818.049,16300.032,2560.2473
473695,22,12466,28.843908,False,7653,9818.049,16300.032,2560.2473
473696,22,12466,31.14288,False,7653,9818.049,16300.032,2560.2473
473697,22,12466,28.430338,False,7653,9818.049,16300.032,2560.2473
473698,22,12466,32.903034,False,7653,9818.049,16300.032,2560.2473
484291,22,12466,87.69054,False,1626,11324.553999999998,2029.711,15371.231000000002
500156,22,12466,31.012909,False,7423,11315.983,15216.354,3008.5063
500157,22,12466,34.60213,False,7423,11315.983,15216.354,3008.5063
500158,22,12466,99.4317,False,7423,11315.983,15216.354,3008.5063
500159,22,12466,25.169971,False,7423,11315.983,15216.354,3008.5063
500160,22,12466,99.09145,False,7423,11315.983,15216.354,3008.5063
500161,22,12466,36.41575,False,7423,11315.983,15216.354,3008.5063
516387,22,12466,58.906403,False,16678,3690.4990000000003,18723.363,-2110.8958
527355,22,12466,60.28977,False,2487,7284.2676,11538.55,13507.083999999999
527356,22,12466,178.29396,False,2487,7284.2676,11538.55,13507.083999999999
527357,22,12466,44.53275,False,2487,7284.2676,11538.55,13507.083999999999
527358,22,12466,699.56647,True,2487,7284.2676,11538.55,13507.083999999999
532589,22,12466,47.221844,False,16001,6432.125,17757.408,-3455.7495
537839,22,12466,150.40224,False,11564,-11419.822,8024.3003,-13184.774
563688,22,12466,37.967857,False,17547,11023.398000000001,15717.196000000002,-307.27652
563689,22,12466,36.868916,False,17547,11023.398000000001,15717.196000000002,-307.27652
563690,22,12466,48.34706,False,17547,11023.398000000001,15717.196000000002,-307.27652
563691,22,12466,36.541275,False,17547,11023.398000000001,15717.196000000002,-307.27652
568944,22,12466,47.99811,False,8550,266.67926,19183.146,758.8111
568945,22,12466,54.46281,False,8550,266.67926,19183.146,758.8111
574489,22,12466,30.90046,False,5747,6226.7880000000005,16935.848,6560.803000000001
574490,22,12466,18.555239,False,5747,6226.7880000000005,16935.848,6560.803000000001
574491,22,12466,18.873617,False,5747,6226.7880000000005,16935.848,6560.803000000001
574492,22,12466,29.185648,False,5747,6226.7880000000005,16935.848,6560.803000000001
574493,22,12466,22.504732,False,5747,6226.7880000000005,16935.848,6560.803000000001
574494,22,12466,31.924026,False,5747,6226.7880000000005,16935.848,6560.803000000001
574495,22,12466,18.930714,False,5747,6226.7880000000005,16935.848,6560.803000000001
574496,22,12466,20.802986,False,5747,6226.7880000000005,16935.848,6560.803000000001
574497,22,12466,21.884617,False,5747,6226.7880000000005,16935.848,6560.803000000001
574498,22,12466,25.111732,False,5747,6226.7880000000005,16935.848,6560.803000000001
574499,22,12466,20.427265,False,5747,6226.7880000000005,16935.848,6560.803000000001
574500,22,12466,563.2541,False,5747,6226.7880000000005,16935.848,6560.803000000001
574501,22,12466,23.94769,False,5747,6226.7880000000005,16935.848,6560.803000000001
579933,22,12466,45.408627,False,6759,14586.007,11682.08,4406.5186
579934,22,12466,46.96618,False,6759,14586.007,11682.08,4406.5186
585247,22,12466,18.24724,False,6145,8775.238000000001,16096.173999999999,5705.118
585248,22,12466,55.365334,False,6145,8775.238000000001,16096.173999999999,5705.118
585249,22,12466,22.60171,False,6145,8775.238000000001,16096.173999999999,5705.118
585250,22,12466,19.191187,False,6145,8775.238000000001,16096.173999999999,5705.118
585251,22,12466,19.383944,False,6145,8775.238000000001,16096.173999999999,5705.118
585252,22,12466,25.534437,False,6145,8775.238000000001,16096.173999999999,5705.118
585253,22,12466,36.702915,False,6145,8775.238000000001,16096.173999999999,5705.118
585254,22,12466,17.238056,False,6145,8775.238000000001,16096.173999999999,5705.118
585255,22,12466,18.82413,False,6145,8775.238000000001,16096.173999999999,5705.118
585256,22,12466,26.534075,False,6145,8775.238000000001,16096.173999999999,5705.118
585257,22,12466,24.4869,False,6145,8775.238000000001,16096.173999999999,5705.118
585258,22,12466,21.954857,False,6145,8775.238000000001,16096.173999999999,5705.118
585259,22,12466,16.365774,False,6145,8775.238000000001,16096.173999999999,5705.118
585260,22,12466,18.362139,False,6145,8775.238000000001,16096.173999999999,5705.118
585261,22,12466,16.841156,False,6145,8775.238000000001,16096.173999999999,5705.118
585262,22,12466,20.949104,False,6145,8775.238000000001,16096.173999999999,5705.118
585263,22,12466,38.416878,False,6145,8775.238000000001,16096.173999999999,5705.118
585264,22,12466,16.608137,False,6145,8775.238000000001,16096.173999999999,5705.118
585265,22,12466,23.571747,False,6145,8775.238000000001,16096.173999999999,5705.118
585266,22,12466,18.29911,False,6145,8775.238000000001,16096.173999999999,5705.118
585267,22,12466,73.09896,False,6145,8775.238000000001,16096.173999999999,5705.118
590482,22,12466,21.849953,False,4739,7271.4766,15503.985,8682.860999999999
590483,22,12466,22.801924,False,4739,7271.4766,15503.985,8682.860999999999
590484,22,12466,74.50287,False,4739,7271.4766,15503.985,8682.860999999999
590485,22,12466,29.556639,False,4739,7271.4766,15503.985,8682.860999999999
590486,22,12466,29.115625,False,4739,7271.4766,15503.985,8682.860999999999
590487,22,12466,21.584425,False,4739,7271.4766,15503.985,8682.860999999999
590488,22,12466,20.702503,False,4739,7271.4766,15503.985,8682.860999999999
590489,22,12466,25.195251,False,4739,7271.4766,15503.985,8682.860999999999
606190,22,12466,32.85677,False,7437,4695.4355,18372.31,3008.5063
606191,22,12466,29.124964,False,7437,4695.4355,18372.31,3008.5063
606192,22,12466,32.12929,False,7437,4695.4355,18372.31,3008.5063
606193,22,12466,35.699165,False,7437,4695.4355,18372.31,3008.5063
606194,22,12466,32.459404,False,7437,4695.4355,18372.31,3008.5063
606195,22,12466,835.10065,True,7437,4695.4355,18372.31,3008.5063
611753,22,12466,26.614248,False,7872,10957.978000000001,15623.919,2110.8958
611754,22,12466,57.96043,False,7872,10957.978000000001,15623.919,2110.8958
616588,22,12466,113.12953,False,1903,4758.5576,11310.82,14766.903999999999
621994,22,12466,50.246063,False,15800,10407.68,15638.24,-3970.5962
632320,22,12466,51.96978,False,2483,9009.742,10248.085,13507.083999999999
632321,22,12466,96.00596,False,2483,9009.742,10248.085,13507.083999999999
632322,22,12466,71.09773,False,2483,9009.742,10248.085,13507.083999999999
664049,22,12466,28.989723,False,7882,5745.579000000001,18198.145,2110.8958
664050,22,12466,43.35427,False,7882,5745.579000000001,18198.145,2110.8958
664051,22,12466,33.996758,False,7882,5745.579000000001,18198.145,2110.8958
664052,22,12466,85.298546,False,7882,5745.579000000001,18198.145,2110.8958
664053,22,12466,44.30695,False,7882,5745.579000000001,18198.145,2110.8958
664054,22,12466,27.109776,False,7882,5745.579000000001,18198.145,2110.8958
669589,22,12466,24.187677,False,5324,10645.409,14124.331,7471.1797
669590,22,12466,58.532528,False,5324,10645.409,14124.331,7471.1797
669591,22,12466,56.5799,False,5324,10645.409,14124.331,7471.1797
669592,22,12466,30.448986,False,5324,10645.409,14124.331,7471.1797
669593,22,12466,23.651136,False,5324,10645.409,14124.331,7471.1797
669594,22,12466,23.111238,False,5324,10645.409,14124.331,7471.1797
669595,22,12466,25.952574,False,5324,10645.409,14124.331,7471.1797
669596,22,12466,25.445145,False,5324,10645.409,14124.331,7471.1797
669597,22,12466,24.381134,False,5324,10645.409,14124.331,7471.1797
669598,22,12466,34.738567,False,5324,10645.409,14124.331,7471.1797
674644,22,12466,196.50504,False,7137,13380.106000000002,-13185.108999999999,3970.5962
680191,22,12466,72.07353,False,16687,-1589.8258,19017.27,-2110.8958
680192,22,12466,90.96207,False,16687,-1589.8258,19017.27,-2110.8958
691313,22,12466,41.78667,False,6758,14922.665,11248.851999999999,4406.5186
696720,22,12466,72.189316,False,16872,9869.392,16385.273,-1660.7045
696721,22,12466,120.43531,False,16872,9869.392,16385.273,-1660.7045
